project_id,state,project_type,total_land_required_hectares,land_acquired_percent,pending_approvals,compensation_pending_percent,legal_cases,affected_families,rr_completed_percent,possession_percent,planned_duration_months,environmental_clearance,forest_clearance,previous_delay_days,delay_days,delay_risk,project_status
LA05787,Kerala,Industrial Corridor,42.3,36.5,1,40.0,2,20,16.2,29.4,17,Approved,Approved,56,183,Medium,Early Stage
LA05788,Kerala,Highway,41.1,46.1,0,29.1,3,26,49.3,29.6,64,Pending,Not Required,98,229,Medium,Early Stage
LA05789,Bihar,Highway,21.9,84.9,2,8.5,4,19,71.3,57.1,48,Pending,Approved,58,116,Medium,In Progress
LA05790,Himachal Pradesh,Highway,245.7,47.4,3,51.4,4,239,34.1,27.7,37,Approved,Approved,0,259,Medium,Early Stage
LA05791,Haryana,Power Transmission,133.4,70.7,2,51.9,2,75,41.3,71.2,46,Pending,Approved,99,240,Medium,In Progress
LA05792,Gujarat,Irrigation,96.6,78.6,2,23.7,3,93,59.0,85.9,53,Pending,Pending,71,237,Medium,In Progress
LA05793,Telangana,Metro,115.7,92.9,5,12.3,2,19,67.7,96.8,51,Pending,Approved,0,48,Low,Near Completion
LA05794,Himachal Pradesh,Power Transmission,120.1,52.8,0,29.9,3,86,42.7,31.4,82,Not Required,Pending,0,86,Low,Early Stage
LA05795,Andhra Pradesh,Highway,48.2,97.7,3,13.7,1,27,68.3,75.1,75,Not Required,Approved,48,56,Low,Near Completion
LA05796,Uttar Pradesh,Metro,68.3,80.8,1,15.2,1,61,52.6,77.5,33,Pending,Approved,76,48,Low,In Progress
LA05797,Assam,Highway,60.2,55.8,2,22.4,4,40,40.4,58.3,66,Approved,Approved,0,148,Medium,Early Stage
LA05798,Kerala,Railway,761.1,45.1,1,47.4,3,886,39.6,31.4,81,Approved,Pending,111,278,High,Early Stage
LA05799,Odisha,Power Transmission,214.3,56.8,5,29.1,2,203,64.4,61.4,79,Approved,Pending,0,150,Medium,Early Stage
LA05800,Andhra Pradesh,Irrigation,103.8,79.1,0,20.2,2,93,71.8,69.1,31,Pending,Approved,34,70,Low,In Progress
LA05801,Karnataka,Highway,287.5,74.5,2,29.2,6,332,40.2,55.1,61,Pending,Approved,14,155,Medium,In Progress
LA05802,Telangana,Highway,258.2,86.4,3,0.0,3,63,71.9,54.2,48,Pending,Approved,69,55,Low,In Progress
LA05803,Andhra Pradesh,Airport,27.8,48.3,3,25.0,2,17,50.5,27.4,63,Pending,Approved,77,292,High,Early Stage
LA05804,Uttarakhand,Highway,74.5,46.1,2,46.2,5,63,53.8,20.6,71,Approved,Not Required,2,226,Medium,Early Stage
LA05805,Rajasthan,Metro,88.8,68.1,2,18.6,6,28,49.9,56.8,44,Pending,Not Required,120,225,Medium,In Progress
LA05806,Karnataka,Metro,151.4,50.7,2,42.7,3,90,81.5,21.9,25,Approved,Not Required,77,240,Medium,Early Stage
LA05807,Andhra Pradesh,Highway,74.4,58.0,3,29.3,2,38,50.6,58.6,25,Approved,Pending,47,183,Medium,Early Stage
LA05808,Himachal Pradesh,Highway,82.8,79.4,1,29.7,4,41,54.4,68.6,32,Approved,Pending,45,180,Medium,In Progress
LA05809,West Bengal,Highway,60.8,56.7,5,19.6,2,23,21.5,37.3,14,Approved,Approved,16,246,Medium,Early Stage
LA05810,Telangana,Power Transmission,219.6,87.3,1,12.0,2,227,79.7,73.5,49,Approved,Approved,0,0,Low,In Progress
LA05811,Punjab,Railway,26.4,22.4,3,76.9,4,11,10.6,11.7,76,Not Required,Pending,102,439,High,Early Stage
LA05812,Kerala,Metro,62.6,75.9,3,32.7,1,43,36.8,62.5,21,Approved,Approved,129,213,Medium,In Progress
LA05813,Madhya Pradesh,Railway,20.0,75.6,3,39.5,1,11,55.1,64.3,47,Pending,Approved,77,235,Medium,In Progress
LA05814,Himachal Pradesh,Industrial Corridor,37.5,95.1,3,17.8,4,29,100.0,66.9,71,Approved,Pending,0,0,Low,Near Completion
LA05815,Odisha,Highway,117.9,44.3,1,30.4,3,140,31.0,25.9,70,Approved,Approved,32,193,Medium,Early Stage
LA05816,Gujarat,Highway,119.8,54.3,3,31.3,4,113,33.0,50.9,27,Not Required,Pending,33,198,Medium,Early Stage
LA05817,Andhra Pradesh,Industrial Corridor,69.0,29.4,1,46.0,4,41,10.1,4.7,45,Not Required,Approved,0,231,Medium,Early Stage
LA05818,Uttarakhand,Industrial Corridor,234.0,50.6,3,34.3,1,169,70.6,56.2,46,Approved,Pending,4,171,Medium,Early Stage
LA05819,Telangana,Highway,284.6,62.4,1,51.4,3,150,40.8,51.5,73,Approved,Not Required,0,111,Medium,In Progress
LA05820,Odisha,Railway,84.9,74.7,3,26.2,3,100,57.0,43.0,35,Pending,Not Required,25,216,Medium,In Progress
LA05821,Kerala,Power Transmission,111.4,75.2,2,11.9,3,69,67.1,44.9,46,Approved,Approved,15,130,Medium,In Progress
LA05822,Haryana,Highway,61.3,52.9,2,32.7,2,46,16.0,26.8,59,Pending,Approved,0,208,Medium,Early Stage
LA05823,Assam,Highway,153.4,77.3,2,32.3,2,36,45.6,40.4,36,Approved,Pending,104,145,Medium,In Progress
LA05824,Karnataka,Railway,32.6,71.4,1,12.5,4,16,51.0,79.4,59,Approved,Not Required,0,12,Low,In Progress
LA05825,Bihar,Highway,414.2,74.5,2,42.1,5,436,47.3,70.4,54,Approved,Approved,85,218,Medium,In Progress
LA05826,Bihar,Airport,237.2,20.2,4,76.3,2,194,10.8,0.0,33,Pending,Approved,26,375,High,Early Stage
LA05827,Tamil Nadu,Industrial Corridor,32.5,79.6,1,16.1,1,7,95.2,55.4,25,Pending,Approved,54,152,Medium,In Progress
LA05828,Punjab,Metro,46.0,69.3,1,38.2,1,42,76.2,65.9,30,Approved,Not Required,71,142,Medium,In Progress
LA05829,Karnataka,Airport,128.8,49.6,1,54.1,7,121,13.9,32.9,60,Approved,Approved,31,358,High,Early Stage
LA05830,West Bengal,Railway,67.5,71.0,1,18.7,4,45,49.6,56.9,16,Approved,Pending,139,268,Medium,In Progress
LA05831,Rajasthan,Industrial Corridor,143.0,86.6,1,17.3,1,143,84.2,72.9,15,Approved,Approved,59,68,Low,In Progress
LA05832,Tamil Nadu,Highway,66.3,61.2,5,33.0,3,47,42.7,56.7,48,Approved,Approved,37,171,Medium,In Progress
LA05833,Chhattisgarh,Railway,329.0,53.7,2,44.9,2,199,25.8,37.9,12,Pending,Approved,47,263,Medium,Early Stage
LA05834,Uttar Pradesh,Industrial Corridor,90.7,83.3,5,41.7,4,18,80.3,52.1,45,Approved,Approved,151,217,Medium,In Progress
LA05835,Madhya Pradesh,Railway,704.5,80.9,3,22.3,7,157,64.4,79.6,70,Approved,Approved,0,140,Medium,In Progress
LA05836,Assam,Highway,150.2,82.3,4,6.3,8,28,45.9,64.2,80,Pending,Approved,55,148,Medium,In Progress
LA05837,Assam,Railway,28.6,79.4,3,5.0,2,18,50.2,60.6,21,Pending,Approved,54,108,Medium,In Progress
LA05838,Maharashtra,Industrial Corridor,530.3,85.8,4,13.4,3,491,60.3,76.9,49,Approved,Pending,73,169,Medium,In Progress
LA05839,Madhya Pradesh,Highway,229.0,62.4,4,32.1,2,70,36.7,53.2,34,Pending,Pending,31,200,Medium,In Progress
LA05840,Haryana,Industrial Corridor,124.4,90.0,1,34.7,4,141,52.8,69.5,37,Approved,Pending,58,158,Medium,Near Completion
LA05841,Jharkhand,Industrial Corridor,156.0,73.8,0,8.3,0,181,66.2,47.4,37,Approved,Not Required,115,120,Medium,In Progress
LA05842,Himachal Pradesh,Airport,32.8,72.3,1,27.8,1,34,44.6,59.5,29,Approved,Approved,0,76,Low,In Progress
LA05843,Odisha,Highway,20.0,83.5,4,41.6,6,5,36.6,63.5,68,Approved,Approved,0,188,Medium,In Progress
LA05844,Maharashtra,Irrigation,86.9,65.2,0,38.7,3,67,62.1,63.8,39,Approved,Approved,0,59,Low,In Progress
LA05845,Assam,Highway,290.6,33.0,2,36.7,3,337,27.5,35.2,54,Approved,Approved,3,187,Medium,Early Stage
LA05846,Tamil Nadu,Power Transmission,126.0,38.9,2,50.4,4,49,21.0,21.7,44,Approved,Not Required,0,256,Medium,Early Stage
LA05847,Karnataka,Industrial Corridor,384.8,43.1,1,45.3,6,371,45.0,25.8,20,Pending,Approved,50,262,Medium,Early Stage
LA05848,Punjab,Highway,276.7,85.5,4,37.5,0,317,64.8,79.9,31,Pending,Not Required,0,61,Low,In Progress
LA05849,Kerala,Irrigation,91.6,60.0,2,45.3,6,52,50.0,42.2,42,Pending,Approved,127,331,High,In Progress
LA05850,Gujarat,Metro,246.2,75.1,2,31.5,2,209,56.5,75.4,27,Approved,Not Required,86,177,Medium,In Progress
LA05851,Tamil Nadu,Railway,328.4,66.4,1,39.6,2,384,53.0,27.0,45,Approved,Pending,34,163,Medium,In Progress
LA05852,Odisha,Railway,84.1,74.1,1,29.1,1,22,57.9,48.8,75,Approved,Approved,126,179,Medium,In Progress
LA05853,Madhya Pradesh,Airport,75.1,51.9,2,31.6,5,13,49.5,52.1,45,Approved,Pending,0,193,Medium,Early Stage
LA05854,Punjab,Industrial Corridor,101.4,59.7,4,45.2,2,121,32.5,60.4,28,Approved,Approved,41,193,Medium,Early Stage
LA05855,Andhra Pradesh,Irrigation,20.0,87.2,1,13.3,2,11,64.0,77.1,74,Approved,Not Required,112,80,Low,In Progress
LA05856,Odisha,Highway,114.2,33.6,2,55.2,3,57,32.5,10.3,55,Approved,Approved,72,296,High,Early Stage
LA05857,West Bengal,Airport,166.1,48.1,1,51.3,2,27,16.6,40.2,41,Pending,Pending,28,283,High,Early Stage
LA05858,Telangana,Industrial Corridor,101.8,52.1,1,25.6,2,55,43.3,39.5,83,Approved,Approved,51,152,Medium,Early Stage
LA05859,Rajasthan,Industrial Corridor,120.7,69.8,3,28.3,2,86,49.5,66.8,60,Pending,Approved,169,286,High,In Progress
LA05860,Punjab,Metro,86.8,39.8,1,66.1,5,16,40.6,44.5,65,Pending,Approved,0,235,Medium,Early Stage
LA05861,Bihar,Railway,20.0,73.1,1,45.1,4,10,56.7,70.7,51,Approved,Not Required,121,198,Medium,In Progress
LA05862,Odisha,Industrial Corridor,369.9,52.5,0,45.6,3,220,50.6,42.9,57,Approved,Not Required,48,205,Medium,Early Stage
LA05863,Odisha,Railway,65.8,73.2,1,26.9,1,44,71.4,76.0,14,Approved,Approved,0,35,Low,In Progress
LA05864,Uttar Pradesh,Highway,53.2,70.5,3,27.2,6,14,32.7,37.5,14,Pending,Pending,141,316,High,In Progress
LA05865,Uttarakhand,Metro,285.5,19.4,2,50.6,2,120,23.0,16.6,39,Approved,Approved,122,328,High,Early Stage
LA05866,Odisha,Highway,206.8,43.0,1,44.8,2,134,55.5,21.0,80,Not Required,Approved,105,230,Medium,Early Stage
LA05867,Haryana,Highway,113.5,93.7,1,33.2,3,126,72.1,92.0,80,Pending,Approved,75,94,Medium,Near Completion
LA05868,Assam,Highway,173.1,77.5,3,19.1,2,32,64.6,72.4,13,Approved,Pending,58,110,Medium,In Progress
LA05869,Uttarakhand,Industrial Corridor,33.7,49.8,1,26.6,3,29,35.6,39.5,19,Pending,Not Required,77,227,Medium,Early Stage
LA05870,Punjab,Power Transmission,84.0,15.5,1,72.5,4,50,23.1,6.1,49,Approved,Not Required,44,316,High,Early Stage
LA05871,Jharkhand,Railway,270.6,76.0,2,23.0,3,284,60.8,82.6,59,Approved,Approved,91,83,Low,In Progress
LA05872,West Bengal,Highway,50.6,56.7,2,26.2,4,33,66.0,29.6,82,Approved,Approved,36,226,Medium,Early Stage
LA05873,Haryana,Irrigation,38.5,53.7,2,40.1,1,43,47.5,60.8,84,Pending,Pending,30,144,Medium,Early Stage
LA05874,Rajasthan,Highway,96.2,74.6,2,24.2,7,40,32.3,57.5,79,Approved,Approved,68,198,Medium,In Progress
LA05875,Haryana,Power Transmission,98.2,59.4,1,37.2,2,28,51.7,25.8,46,Approved,Pending,76,181,Medium,Early Stage
LA05876,Gujarat,Metro,156.1,50.8,0,47.1,2,86,32.7,23.9,36,Approved,Pending,0,199,Medium,Early Stage
LA05877,Uttarakhand,Highway,27.9,88.3,7,24.9,4,14,66.0,78.5,38,Not Required,Not Required,93,175,Medium,In Progress
LA05878,Uttar Pradesh,Metro,20.0,61.3,1,40.8,3,8,25.5,60.6,64,Approved,Not Required,49,135,Medium,In Progress
LA05879,Punjab,Railway,197.0,58.0,2,38.8,6,92,21.7,25.9,83,Approved,Not Required,40,209,Medium,Early Stage
LA05880,Maharashtra,Industrial Corridor,35.9,58.7,0,15.4,3,25,45.0,37.1,63,Approved,Pending,73,180,Medium,Early Stage
LA05881,Tamil Nadu,Highway,53.6,51.1,3,41.9,3,29,66.9,22.5,60,Approved,Pending,16,197,Medium,Early Stage
LA05882,Himachal Pradesh,Irrigation,20.0,70.5,3,14.7,2,7,26.3,56.8,24,Approved,Approved,41,127,Medium,In Progress
LA05883,Chhattisgarh,Industrial Corridor,214.8,52.0,1,31.7,4,239,23.5,46.0,15,Not Required,Approved,0,159,Medium,Early Stage
LA05884,Uttar Pradesh,Irrigation,121.2,58.8,1,28.2,2,37,44.3,50.2,81,Approved,Not Required,59,126,Medium,Early Stage
LA05885,Karnataka,Irrigation,117.2,91.5,3,25.5,3,60,91.4,78.6,31,Pending,Pending,0,116,Medium,Near Completion
LA05886,Chhattisgarh,Highway,116.5,88.6,5,0.0,3,89,69.1,83.8,34,Approved,Not Required,53,93,Medium,In Progress
LA05887,Himachal Pradesh,Metro,20.0,84.8,3,19.9,3,9,40.4,68.0,39,Approved,Pending,157,187,Medium,In Progress
LA05888,Tamil Nadu,Irrigation,39.0,73.7,2,27.3,3,34,38.9,60.3,31,Approved,Approved,28,74,Low,In Progress
LA05889,Punjab,Railway,61.3,94.2,1,26.5,6,13,57.5,87.9,21,Approved,Pending,30,133,Medium,Near Completion
LA05890,Madhya Pradesh,Highway,47.6,43.7,1,46.1,3,22,31.7,33.6,19,Approved,Approved,23,135,Medium,Early Stage
LA05891,Haryana,Highway,71.5,76.4,3,33.5,3,83,71.7,53.3,69,Approved,Pending,7,101,Medium,In Progress
LA05892,Andhra Pradesh,Highway,111.0,63.0,1,35.7,6,92,65.7,53.5,71,Approved,Approved,0,162,Medium,In Progress
LA05893,Karnataka,Irrigation,211.8,72.7,2,49.5,2,81,44.9,51.1,42,Pending,Approved,0,163,Medium,In Progress
LA05894,Rajasthan,Metro,25.6,17.1,3,54.4,4,11,18.2,16.7,45,Pending,Approved,71,419,High,Early Stage
LA05895,Bihar,Industrial Corridor,89.3,69.6,2,58.7,2,96,60.6,50.0,81,Approved,Approved,9,172,Medium,In Progress
LA05896,Jharkhand,Power Transmission,164.8,59.1,1,29.8,5,162,71.7,41.1,83,Pending,Pending,164,283,High,Early Stage
LA05897,Maharashtra,Highway,41.0,50.5,0,50.6,4,41,52.7,40.9,20,Approved,Not Required,27,201,Medium,Early Stage
LA05898,Himachal Pradesh,Industrial Corridor,76.4,89.8,1,37.9,3,79,44.2,76.1,73,Pending,Pending,75,174,Medium,In Progress
LA05899,Kerala,Highway,133.8,69.8,6,28.4,3,32,86.2,63.8,59,Approved,Approved,66,132,Medium,In Progress
LA05900,Assam,Highway,90.9,36.5,4,48.1,1,60,37.8,43.7,39,Approved,Approved,72,237,Medium,Early Stage
LA05901,Uttarakhand,Highway,159.7,64.7,4,17.3,4,157,63.6,34.5,25,Pending,Approved,12,154,Medium,In Progress
LA05902,Tamil Nadu,Railway,97.6,92.5,0,58.9,4,47,75.0,78.6,67,Pending,Pending,93,194,Medium,Near Completion
LA05903,Gujarat,Railway,69.1,86.7,2,18.9,5,82,60.5,77.4,74,Approved,Not Required,11,19,Low,In Progress
LA05904,Jharkhand,Metro,33.2,13.0,4,79.1,1,35,17.2,14.3,18,Approved,Approved,66,330,High,Early Stage
LA05905,Tamil Nadu,Highway,111.1,97.1,0,7.4,5,66,78.0,91.3,60,Not Required,Pending,65,80,Low,Near Completion
LA05906,Karnataka,Highway,98.0,67.8,0,15.2,3,117,25.6,34.8,71,Approved,Approved,96,196,Medium,In Progress
LA05907,West Bengal,Industrial Corridor,38.7,81.5,1,16.9,5,36,71.6,73.8,84,Approved,Approved,28,44,Low,In Progress
LA05908,Uttarakhand,Highway,147.6,68.9,3,33.7,2,71,47.2,54.6,70,Approved,Not Required,65,178,Medium,In Progress
LA05909,Jharkhand,Irrigation,264.5,60.6,2,37.6,3,188,52.0,49.7,20,Approved,Pending,0,161,Medium,In Progress
LA05910,Bihar,Power Transmission,51.4,63.4,1,26.7,1,54,72.8,56.9,36,Not Required,Not Required,5,27,Low,In Progress
LA05911,Tamil Nadu,Industrial Corridor,48.5,69.8,3,25.7,5,58,31.3,49.2,56,Not Required,Pending,43,178,Medium,In Progress
LA05912,Rajasthan,Airport,47.0,53.6,1,41.8,5,16,2.6,28.1,40,Pending,Pending,0,271,High,Early Stage
LA05913,Punjab,Airport,21.6,12.0,0,53.5,3,17,2.4,0.0,62,Approved,Pending,0,390,High,Early Stage
LA05914,Tamil Nadu,Airport,494.6,57.4,3,32.4,3,463,32.5,54.4,21,Approved,Approved,13,177,Medium,Early Stage
LA05915,Bihar,Power Transmission,61.5,73.4,1,16.2,1,51,51.5,65.5,19,Pending,Approved,41,145,Medium,In Progress
LA05916,Maharashtra,Power Transmission,43.4,71.4,1,39.8,7,44,75.0,66.4,45,Approved,Approved,134,142,Medium,In Progress
LA05917,Rajasthan,Railway,34.5,29.5,3,37.6,2,31,12.5,20.4,47,Not Required,Approved,0,226,Medium,Early Stage
LA05918,Uttar Pradesh,Airport,64.7,80.7,2,21.6,3,53,65.0,84.4,20,Approved,Not Required,80,68,Low,In Progress
LA05919,Punjab,Irrigation,49.9,75.1,0,34.8,8,51,53.3,73.3,30,Approved,Approved,165,235,Medium,In Progress
LA05920,Uttarakhand,Highway,305.6,92.8,0,26.0,2,174,83.0,66.1,38,Approved,Not Required,50,29,Low,Near Completion
LA05921,Karnataka,Metro,31.1,63.6,2,21.1,2,23,60.1,57.0,59,Approved,Not Required,133,124,Medium,In Progress
LA05922,Jharkhand,Airport,24.3,79.5,3,35.4,2,18,79.4,73.0,54,Not Required,Approved,27,120,Medium,In Progress
LA05923,Punjab,Industrial Corridor,143.9,90.1,2,25.9,2,99,51.1,73.1,29,Pending,Pending,6,95,Medium,Near Completion
LA05924,Himachal Pradesh,Railway,82.2,50.0,4,50.3,1,32,54.1,38.2,62,Approved,Pending,47,248,Medium,Early Stage
LA05925,Uttarakhand,Highway,74.5,84.6,1,22.0,2,51,66.0,69.1,53,Pending,Approved,52,169,Medium,In Progress
LA05926,Karnataka,Highway,144.8,77.8,3,32.5,0,93,48.4,75.1,53,Pending,Not Required,23,118,Medium,In Progress
LA05927,Haryana,Metro,101.1,68.7,3,39.3,4,41,49.2,56.2,17,Not Required,Not Required,58,134,Medium,In Progress
LA05928,Odisha,Power Transmission,86.5,70.8,2,60.8,3,15,57.3,78.3,26,Not Required,Approved,18,118,Medium,In Progress
LA05929,Karnataka,Irrigation,27.3,74.6,1,8.3,2,30,59.3,72.2,57,Pending,Pending,12,116,Medium,In Progress
LA05930,Madhya Pradesh,Railway,21.8,46.5,3,49.3,7,8,40.0,57.3,82,Approved,Pending,16,263,Medium,Early Stage
LA05931,Uttarakhand,Highway,49.6,53.7,1,49.2,1,32,56.2,36.7,76,Not Required,Not Required,7,135,Medium,Early Stage
LA05932,Bihar,Irrigation,35.8,75.3,1,32.1,4,25,80.6,68.4,45,Approved,Approved,13,123,Medium,In Progress
LA05933,Rajasthan,Industrial Corridor,113.2,64.3,2,46.8,6,37,59.4,27.9,53,Approved,Approved,111,201,Medium,In Progress
LA05934,Rajasthan,Metro,20.0,36.5,1,61.4,2,13,24.1,19.1,83,Pending,Pending,62,432,High,Early Stage
LA05935,Chhattisgarh,Railway,61.6,56.4,1,43.3,3,17,33.9,24.6,61,Approved,Approved,0,190,Medium,Early Stage
LA05936,Madhya Pradesh,Highway,77.7,36.6,3,48.7,2,13,27.1,18.5,73,Approved,Pending,61,337,High,Early Stage
LA05937,Tamil Nadu,Irrigation,87.0,71.9,1,5.8,3,41,67.2,59.6,55,Approved,Approved,53,103,Medium,In Progress
LA05938,Odisha,Airport,126.4,33.8,2,77.5,1,129,43.5,17.6,71,Approved,Pending,0,250,Medium,Early Stage
LA05939,Himachal Pradesh,Railway,68.2,43.5,0,18.4,1,17,26.2,9.3,59,Approved,Not Required,17,179,Medium,Early Stage
LA05940,Tamil Nadu,Power Transmission,51.0,89.9,2,28.6,2,49,50.5,80.2,73,Approved,Approved,43,49,Low,In Progress
LA05941,Madhya Pradesh,Airport,259.3,71.1,4,35.6,1,82,50.5,59.7,58,Approved,Pending,35,198,Medium,In Progress
LA05942,West Bengal,Power Transmission,68.6,86.6,1,7.1,2,75,68.9,76.2,33,Not Required,Approved,66,40,Low,In Progress
LA05943,Tamil Nadu,Metro,300.7,67.6,3,60.6,1,191,39.5,60.4,40,Approved,Approved,99,222,Medium,In Progress
LA05944,Punjab,Railway,68.3,60.5,2,48.3,5,53,33.3,21.3,19,Not Required,Approved,0,200,Medium,In Progress
LA05945,Madhya Pradesh,Power Transmission,88.8,52.5,2,45.5,3,59,19.4,47.0,27,Approved,Approved,21,168,Medium,Early Stage
LA05946,Karnataka,Power Transmission,80.0,16.3,1,46.2,2,42,1.6,29.5,45,Approved,Not Required,105,353,High,Early Stage
LA05947,Madhya Pradesh,Power Transmission,109.6,36.0,2,69.5,1,114,33.5,25.8,73,Approved,Not Required,22,255,Medium,Early Stage
LA05948,Uttarakhand,Irrigation,63.0,48.2,1,63.6,1,72,31.4,33.1,23,Approved,Not Required,63,225,Medium,Early Stage
LA05949,Uttarakhand,Metro,97.7,49.1,3,45.8,4,69,43.8,54.1,47,Pending,Not Required,53,264,Medium,Early Stage
LA05950,Bihar,Highway,330.7,57.3,1,61.4,3,306,40.4,43.9,58,Pending,Pending,33,272,High,Early Stage
LA05951,Andhra Pradesh,Railway,219.5,93.4,2,22.1,3,168,48.7,82.6,40,Approved,Not Required,84,155,Medium,Near Completion
LA05952,Chhattisgarh,Power Transmission,220.8,30.5,1,58.8,4,202,15.7,20.3,61,Approved,Not Required,0,345,High,Early Stage
LA05953,Tamil Nadu,Railway,28.8,68.6,2,32.3,0,7,61.7,50.6,33,Pending,Approved,15,123,Medium,In Progress
LA05954,Punjab,Industrial Corridor,33.0,66.1,3,43.5,1,33,53.0,44.5,22,Approved,Approved,43,136,Medium,In Progress
LA05955,Punjab,Power Transmission,108.3,83.9,2,31.3,5,124,30.2,59.1,26,Pending,Approved,153,254,Medium,In Progress
LA05956,Haryana,Power Transmission,173.3,47.6,1,38.1,2,87,49.7,45.2,65,Approved,Not Required,22,148,Medium,Early Stage
LA05957,Uttar Pradesh,Power Transmission,57.9,89.4,3,7.7,2,46,53.6,81.6,29,Approved,Approved,36,92,Medium,In Progress
LA05958,Haryana,Metro,49.8,33.3,1,49.8,3,25,12.7,18.5,22,Approved,Approved,44,267,Medium,Early Stage
LA05959,Kerala,Metro,294.3,59.9,0,46.2,6,229,69.1,35.7,24,Approved,Pending,101,226,Medium,Early Stage
LA05960,Assam,Power Transmission,161.3,60.3,1,35.1,1,113,15.2,51.0,41,Approved,Pending,114,269,Medium,In Progress
LA05961,Tamil Nadu,Highway,221.2,82.9,4,13.5,2,99,52.0,62.3,82,Approved,Not Required,19,86,Low,In Progress
LA05962,Kerala,Highway,61.9,41.6,1,46.6,1,52,58.6,38.6,15,Pending,Approved,31,187,Medium,Early Stage
LA05963,Chhattisgarh,Power Transmission,57.9,81.0,3,11.6,5,22,79.3,64.5,51,Not Required,Approved,97,155,Medium,In Progress
LA05964,Madhya Pradesh,Industrial Corridor,201.7,81.6,2,18.7,0,184,100.0,66.0,20,Pending,Approved,59,9,Low,In Progress
LA05965,Haryana,Metro,72.0,74.0,1,7.7,2,77,52.3,58.4,79,Approved,Not Required,71,92,Medium,In Progress
LA05966,Gujarat,Highway,53.6,79.2,1,28.1,0,24,64.5,54.0,22,Approved,Approved,0,83,Low,In Progress
LA05967,Haryana,Metro,41.4,80.0,1,35.7,3,50,76.3,83.1,25,Pending,Not Required,108,153,Medium,In Progress
LA05968,Kerala,Power Transmission,58.3,83.2,3,24.8,0,40,42.0,65.2,30,Approved,Approved,134,199,Medium,In Progress
LA05969,Tamil Nadu,Airport,189.4,40.2,3,52.9,3,91,30.2,31.9,83,Approved,Not Required,11,223,Medium,Early Stage
LA05970,Gujarat,Railway,24.9,63.6,3,37.1,2,26,37.8,52.9,84,Approved,Approved,18,180,Medium,In Progress
LA05971,Haryana,Metro,153.7,61.4,2,42.1,3,115,29.6,42.6,16,Approved,Pending,4,161,Medium,In Progress
LA05972,Uttar Pradesh,Irrigation,49.3,34.7,2,58.3,1,25,13.5,22.8,59,Approved,Pending,0,258,Medium,Early Stage
LA05973,West Bengal,Power Transmission,75.3,81.7,1,32.7,2,71,68.8,83.5,27,Approved,Approved,15,4,Low,In Progress
LA05974,Gujarat,Railway,79.5,69.6,3,45.7,2,79,44.0,70.8,61,Approved,Approved,24,53,Low,In Progress
LA05975,Himachal Pradesh,Airport,74.6,73.1,4,10.5,1,28,58.4,80.6,61,Approved,Not Required,111,107,Medium,In Progress
LA05976,Bihar,Highway,70.5,87.3,0,31.4,2,15,66.8,74.6,30,Approved,Pending,0,29,Low,In Progress
LA05977,Uttarakhand,Railway,61.7,92.8,2,16.3,1,47,75.6,84.1,70,Approved,Pending,5,1,Low,Near Completion
LA05978,Tamil Nadu,Highway,55.4,22.3,1,52.0,6,45,38.4,0.0,25,Approved,Approved,69,379,High,Early Stage
LA05979,Uttar Pradesh,Metro,276.4,69.5,3,8.6,0,323,38.0,65.8,37,Approved,Approved,11,155,Medium,In Progress
LA05980,Kerala,Metro,92.0,57.3,1,19.5,5,72,48.1,50.3,72,Approved,Approved,19,141,Medium,Early Stage
LA05981,Kerala,Railway,80.9,70.6,1,25.1,1,52,66.4,52.0,50,Pending,Pending,36,166,Medium,In Progress
LA05982,Jharkhand,Highway,52.0,47.6,2,33.8,4,12,27.5,51.9,37,Approved,Pending,27,208,Medium,Early Stage
LA05983,Uttarakhand,Highway,63.6,67.6,4,44.8,5,31,73.7,44.1,53,Approved,Not Required,48,195,Medium,In Progress
LA05984,Chhattisgarh,Highway,52.2,82.4,3,33.5,3,48,49.0,74.0,83,Approved,Not Required,80,145,Medium,In Progress
LA05985,Karnataka,Industrial Corridor,172.5,63.7,4,53.0,3,110,67.5,44.3,30,Pending,Pending,84,284,High,In Progress
LA05986,Rajasthan,Highway,47.4,67.5,4,31.0,6,48,63.1,66.9,39,Approved,Approved,35,158,Medium,In Progress
LA05987,Uttarakhand,Highway,20.0,54.1,2,48.1,3,5,35.2,27.6,42,Approved,Not Required,84,274,High,Early Stage
LA05988,Bihar,Power Transmission,94.6,48.3,4,24.5,3,39,64.9,22.1,19,Approved,Pending,0,155,Medium,Early Stage
LA05989,Assam,Highway,71.0,72.1,2,59.0,4,67,36.9,47.0,80,Approved,Not Required,1,160,Medium,In Progress
LA05990,Odisha,Irrigation,54.7,67.0,8,54.7,2,58,56.0,53.7,83,Approved,Pending,88,321,High,In Progress
LA05991,Maharashtra,Airport,195.4,58.9,2,27.7,0,90,23.9,45.3,63,Approved,Approved,74,157,Medium,Early Stage
LA05992,West Bengal,Industrial Corridor,20.0,85.8,3,42.0,4,9,64.9,62.0,78,Approved,Approved,9,85,Low,In Progress
LA05993,Chhattisgarh,Metro,343.7,78.0,4,13.3,1,365,52.1,82.5,79,Approved,Approved,0,48,Low,In Progress
LA05994,Punjab,Highway,220.6,77.2,2,19.5,2,38,47.5,82.7,33,Approved,Pending,119,184,Medium,In Progress
